,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
16576,AUDIENCE FRESH,100,0,fresh,Drama,69,,2149,Last Exit to Brooklyn,1985,1989,74,audience
16577,CRITIC FRESH,100,0,fresh,Drama,69,,2149,Last Exit to Brooklyn,1985,1989,78,critic
16578,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",64,,2150,Last Man Standing,1995,1996,51,audience
16579,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",64,,2150,Last Man Standing,1995,1996,37,critic
16580,AUDIENCE FRESH,100,1,fresh,Drama,70,,2151,Last Orders,2000,2001,71,audience
16581,CERTIFIED FRESH,100,1,fresh,Drama,70,,2151,Last Orders,2000,2001,79,critic
16582,AUDIENCE FRESH,100,0,rotten,"Drama,War",41,,2152,Last Ounce of Courage,2010,2012,69,audience
16583,CRITIC ROTTEN,100,0,rotten,"Drama,War",41,,2152,Last Ounce of Courage,2010,2012,0,critic
16584,AUDIENCE FRESH,100,0,fresh,"Adventure,Western",70,,2153,Last of the Dogmen,1995,1995,79,audience
16585,CRITIC FRESH,100,0,fresh,"Adventure,Western",70,,2153,Last of the Dogmen,1995,1995,69,critic
16586,AUDIENCE FRESH,100,0,rotten,"Drama,Sci-Fi",65,,2154,Late for Dinner,1990,1991,65,audience
16587,CRITIC ROTTEN,100,0,rotten,"Drama,Sci-Fi",65,,2154,Late for Dinner,1990,1991,58,critic
16588,AUDIENCE ROTTEN,100,0,fresh,Drama,64,,2155,Laurel Canyon,2000,2002,53,audience
16589,CRITIC FRESH,100,0,fresh,Drama,64,,2155,Laurel Canyon,2000,2002,68,critic
16590,AUDIENCE FRESH,100,0,rotten,"Crime,Drama,Thriller",74,1288.0,2156,Law Abiding Citizen,2005,2009,75,audience
16591,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",74,1288.0,2156,Law Abiding Citizen,2005,2009,26,critic
16604,AUDIENCE FRESH,100,0,fresh,Drama,76,20.0,2157,Lawn Dogs,1995,1997,84,audience
16605,CRITIC FRESH,100,0,fresh,Drama,76,20.0,2157,Lawn Dogs,1995,1997,72,critic
16608,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",48,,2158,Lay the Favorite,2010,2012,19,audience
16609,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",48,,2158,Lay the Favorite,2010,2012,19,critic
16610,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Thriller",74,1268.0,2159,Layer Cake,2000,2004,85,audience
16611,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Thriller",74,1268.0,2159,Layer Cake,2000,2004,80,critic
16634,AUDIENCE FRESH,100,0,fresh,Drama,74,,2160,Lean on Me,1985,1989,85,audience
16635,CRITIC FRESH,100,0,fresh,Drama,74,,2160,Lean on Me,1985,1989,69,critic
16636,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",60,,2161,Leatherheads,2005,2008,38,audience
16637,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",60,,2161,Leatherheads,2005,2008,52,critic
16638,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family",51,,2162,Leave It to Beaver,1995,1997,31,audience
16639,CRITIC ROTTEN,100,0,rotten,"Comedy,Family",51,,2162,Leave It to Beaver,1995,1997,21,critic
16640,AUDIENCE FRESH,100,1,fresh,"Drama,Romance",76,226.0,2163,Leaving Las Vegas,1995,1995,85,audience
16641,CERTIFIED FRESH,100,1,fresh,"Drama,Romance",76,226.0,2163,Leaving Las Vegas,1995,1995,90,critic
16650,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Romance",59,,2164,Legal Eagles,1985,1986,32,audience
16651,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Romance",59,,2164,Legal Eagles,1985,1986,47,critic
16652,AUDIENCE FRESH,100,0,fresh,"Comedy,Romance",62,2142.0,2165,Legally Blonde,2000,2001,72,audience
16653,CRITIC FRESH,100,0,fresh,"Comedy,Romance",62,2142.0,2165,Legally Blonde,2000,2001,68,critic
16666,AUDIENCE FRESH,100,0,rotten,"Adventure,Fantasy,Romance",65,577.0,2166,Legend,1985,1985,73,audience
16667,CRITIC ROTTEN,100,0,rotten,"Adventure,Fantasy,Romance",65,577.0,2166,Legend,1985,1985,42,critic
16678,AUDIENCE ROTTEN,100,0,rotten,"Drama,Sport",63,,2167,Legendary,2010,2010,59,audience
16679,CRITIC ROTTEN,100,0,rotten,"Drama,Sport",63,,2167,Legendary,2010,2010,17,critic
16680,AUDIENCE FRESH,100,0,rotten,"Animation,Adventure,Family",55,,2168,Legends of Oz: Dorothy's Return,2010,2013,68,audience
16681,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Family",55,,2168,Legends of Oz: Dorothy's Return,2010,2013,16,critic
16682,AUDIENCE FRESH,100,0,rotten,"Drama,Romance,War",75,,2169,Legends of the Fall,1990,1994,87,audience
16683,CRITIC ROTTEN,100,0,rotten,"Drama,Romance,War",75,,2169,Legends of the Fall,1990,1994,56,critic
16684,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Drama",54,,2170,Legionnaire,1995,1998,29,audience
16685,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Drama",54,,2170,Legionnaire,1995,1998,29,critic
16686,AUDIENCE FRESH,100,0,fresh,"Biography,Drama",76,,2171,Lenny,1970,1974,88,audience
16687,CRITIC FRESH,100,0,fresh,"Biography,Drama",76,,2171,Lenny,1970,1974,100,critic
16688,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,Drama",65,,2172,Lenny Cooke,2010,2013,67,audience
16689,CRITIC FRESH,100,0,fresh,"Documentary,Biography,Drama",65,,2172,Lenny Cooke,2010,2013,82,critic
16690,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Sci-Fi",22,,2173,Leonard Part 6,1985,1987,20,audience
16691,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Sci-Fi",22,,2173,Leonard Part 6,1985,1987,9,critic
16692,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",44,,2174,Leprechaun 2,1990,1994,28,audience
16693,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",44,,2174,Leprechaun 2,1990,1994,0,critic
16694,AUDIENCE FRESH,100,0,fresh,"Drama,History,Musical",76,1515.0,2175,Les Misérables,2010,2012,79,audience
16695,CRITIC FRESH,100,0,fresh,"Drama,History,Musical",76,1515.0,2175,Les Misérables,2010,2012,69,critic
16698,AUDIENCE FRESH,100,0,rotten,"Crime,Drama",64,68.0,2176,Less Than Zero,1985,1987,63,audience
16699,CRITIC ROTTEN,100,0,rotten,"Crime,Drama",64,68.0,2176,Less Than Zero,1985,1987,54,critic
16704,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,History",73,,2177,Let Him Have It,1990,1991,86,audience
16705,CRITIC FRESH,100,0,fresh,"Crime,Drama,History",73,,2177,Let Him Have It,1990,1991,81,critic
16706,AUDIENCE FRESH,100,0,rotten,"Comedy,Action",69,,2178,Let It Ride,1985,1989,75,audience
16707,CRITIC ROTTEN,100,0,rotten,"Comedy,Action",69,,2178,Let It Ride,1985,1989,30,critic
16708,AUDIENCE FRESH,100,1,fresh,"Drama,Fantasy,Horror",72,564.0,2179,Let Me In,2010,2010,76,audience
16709,CERTIFIED FRESH,100,1,fresh,"Drama,Fantasy,Horror",72,564.0,2179,Let Me In,2010,2010,87,critic
16712,AUDIENCE FRESH,100,1,fresh,"Drama,Horror,Romance",79,,2180,Let the Right One In,2005,2008,90,audience
16713,CERTIFIED FRESH,100,1,fresh,"Drama,Horror,Romance",79,,2180,Let the Right One In,2005,2008,98,critic
16714,AUDIENCE FRESH,100,0,fresh,"Action,Comedy,Crime",69,,2181,Let's Do It Again,1975,1975,87,audience
16715,CRITIC FRESH,100,0,fresh,"Action,Comedy,Crime",69,,2181,Let's Do It Again,1975,1975,83,critic
16716,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime",60,,2182,Let's Go to Prison,2005,2006,48,audience
16717,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",60,,2182,Let's Go to Prison,2005,2006,12,critic
16718,AUDIENCE FRESH,100,1,fresh,"Action,Crime,Thriller",76,1065.0,2183,Lethal Weapon,1985,1987,85,audience
16719,CERTIFIED FRESH,100,1,fresh,"Action,Crime,Thriller",76,1065.0,2183,Lethal Weapon,1985,1987,83,critic
16736,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Thriller",72,656.0,2184,Lethal Weapon 2,1985,1989,77,audience
16737,CRITIC FRESH,100,0,fresh,"Action,Crime,Thriller",72,656.0,2184,Lethal Weapon 2,1985,1989,83,critic
16758,AUDIENCE FRESH,100,0,rotten,"Action,Crime,Thriller",67,458.0,2185,Lethal Weapon 3,1990,1992,61,audience
16759,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Thriller",67,458.0,2185,Lethal Weapon 3,1990,1992,57,critic
16774,AUDIENCE FRESH,100,0,rotten,"Action,Crime,Thriller",66,,2186,Lethal Weapon 4,1995,1998,64,audience
16775,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Thriller",66,,2186,Lethal Weapon 4,1995,1998,52,critic
16776,AUDIENCE FRESH,100,1,fresh,"Drama,History,War",79,,2187,Letters from Iwo Jima,2005,2006,86,audience
16777,CERTIFIED FRESH,100,1,fresh,"Drama,History,War",79,,2187,Letters from Iwo Jima,2005,2006,91,critic
16778,AUDIENCE FRESH,100,0,rotten,"Adventure,Comedy,Drama",66,,2188,Letters to Juliet,2010,2010,61,audience
16779,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",66,,2188,Letters to Juliet,2010,2010,41,critic
16780,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Horror,Mystery",58,63.0,2189,Leviathan,1985,1989,26,audience
16781,CRITIC ROTTEN,100,0,rotten,"Adventure,Horror,Mystery",58,63.0,2189,Leviathan,1985,1989,17,critic
16788,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama",65,,2190,Levity,2000,2003,47,audience
16789,CRITIC ROTTEN,100,0,rotten,"Crime,Drama",65,,2190,Levity,2000,2003,34,critic
16790,AUDIENCE FRESH,100,1,fresh,"Comedy,Fantasy",68,1865.0,2191,Liar Liar,1995,1997,75,audience
16791,CERTIFIED FRESH,100,1,fresh,"Comedy,Fantasy",68,1865.0,2191,Liar Liar,1995,1997,81,critic
16802,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",67,624.0,2192,Liberal Arts,2010,2012,60,audience
16803,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",67,624.0,2192,Liberal Arts,2010,2012,70,critic
16816,AUDIENCE FRESH,100,1,fresh,"Drama,Music,Romance",71,,2193,Liberty Heights,1995,1999,76,audience
16817,CERTIFIED FRESH,100,1,fresh,"Drama,Music,Romance",71,,2193,Liberty Heights,1995,1999,87,critic
16818,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Thriller",58,,2194,Liberty Stands Still,2000,2002,37,audience
16819,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Thriller",58,,2194,Liberty Stands Still,2000,2002,20,critic
16820,AUDIENCE FRESH,100,0,rotten,Comedy,63,,2195,License to Drive,1985,1988,62,audience
16821,CRITIC ROTTEN,100,0,rotten,Comedy,63,,2195,License to Drive,1985,1988,17,critic
16822,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",53,,2196,License to Wed,2005,2007,53,audience
16823,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",53,,2196,License to Wed,2005,2007,7,critic
16824,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance",54,,2197,Lie with Me,2005,2005,52,audience
16825,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",54,,2197,Lie with Me,2005,2005,38,critic
16826,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime,Drama",67,324.0,2198,Life,1995,1999,77,audience
16827,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Drama",67,324.0,2198,Life,1995,1999,50,critic
16830,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",75,27.0,2199,Life Is Sweet,1990,1990,88,audience
16831,CRITIC FRESH,100,0,fresh,"Comedy,Drama",75,27.0,2199,Life Is Sweet,1990,1990,100,critic
16846,AUDIENCE ROTTEN,100,0,rotten,Comedy,58,,2200,Life Stinks,1990,1991,45,audience
16847,CRITIC ROTTEN,100,0,rotten,Comedy,58,,2200,Life Stinks,1990,1991,19,critic
16848,AUDIENCE FRESH,100,0,rotten,Drama,75,,2201,Life as a House,2000,2001,88,audience
16849,CRITIC ROTTEN,100,0,rotten,Drama,75,,2201,Life as a House,2000,2001,47,critic
16850,AUDIENCE FRESH,100,1,fresh,"Adventure,Drama,Fantasy",79,,2202,Life of Pi,2010,2012,84,audience
16851,CERTIFIED FRESH,100,1,fresh,"Adventure,Drama,Fantasy",79,,2202,Life of Pi,2010,2012,87,critic
16852,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",58,,2203,Life or Something Like It,2000,2002,44,audience
16853,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",58,,2203,Life or Something Like It,2000,2002,28,critic
16854,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family",55,,2204,Life with Mikey,1990,1993,41,audience
16855,CRITIC ROTTEN,100,0,rotten,"Comedy,Family",55,,2204,Life with Mikey,1990,1993,20,critic
16856,AUDIENCE ROTTEN,100,0,fresh,"Action,Horror,Mystery",61,15.0,2205,Lifeforce,1985,1985,44,audience
16857,CRITIC FRESH,100,0,fresh,"Action,Horror,Mystery",61,15.0,2205,Lifeforce,1985,1985,68,critic
16868,AUDIENCE FRESH,100,0,rotten,"Drama,Thriller",60,,2206,Light It Up,1995,1999,76,audience
16869,CRITIC ROTTEN,100,0,rotten,"Drama,Thriller",60,,2206,Light It Up,1995,1999,39,critic
16870,AUDIENCE FRESH,100,0,fresh,"Crime,Drama",69,,2207,Light Sleeper,1990,1992,62,audience
16871,CRITIC FRESH,100,0,fresh,"Crime,Drama",69,,2207,Light Sleeper,1990,1992,89,critic
16872,AUDIENCE ROTTEN,100,0,rotten,"Drama,Music",55,,2208,Light of Day,1985,1987,52,audience
16873,CRITIC ROTTEN,100,0,rotten,"Drama,Music",55,,2208,Light of Day,1985,1987,54,critic
16874,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Western",54,,2209,Lightning Jack,1990,1994,46,audience
16875,CRITIC ROTTEN,100,0,rotten,"Comedy,Western",54,,2209,Lightning Jack,1990,1994,6,critic
16876,AUDIENCE FRESH,100,1,fresh,"Drama,Romance",67,989.0,2210,Like Crazy,2010,2011,61,audience
16877,CERTIFIED FRESH,100,1,fresh,"Drama,Romance",67,989.0,2210,Like Crazy,2010,2011,72,critic
16890,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family,Fantasy",52,119.0,2211,Like Mike,2000,2002,51,audience
16891,CRITIC ROTTEN,100,0,rotten,"Comedy,Family,Fantasy",52,119.0,2211,Like Mike,2000,2002,57,critic
16902,AUDIENCE FRESH,100,0,fresh,"Mystery,Sci-Fi,Thriller",74,4659.0,2212,Limitless,2010,2011,74,audience
16903,CRITIC FRESH,100,0,fresh,"Mystery,Sci-Fi,Thriller",74,4659.0,2212,Limitless,2010,2011,69,critic
16910,AUDIENCE ROTTEN,100,0,rotten,Horror,59,,2213,Link,1985,1986,34,audience
16911,CRITIC ROTTEN,100,0,rotten,Horror,59,,2213,Link,1985,1986,29,critic
16912,AUDIENCE ROTTEN,100,0,rotten,"Drama,Thriller,War",62,,2214,Lions for Lambs,2005,2007,47,audience
16913,CRITIC ROTTEN,100,0,rotten,"Drama,Thriller,War",62,,2214,Lions for Lambs,2005,2007,27,critic
16914,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Thriller",53,,2215,Lipstick,1975,1976,35,audience
16915,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",53,,2215,Lipstick,1975,1976,14,critic
16916,AUDIENCE FRESH,100,0,fresh,Sci-Fi,61,63.0,2216,Liquid Sky,1980,1982,70,audience
16917,CRITIC FRESH,100,0,fresh,Sci-Fi,61,63.0,2216,Liquid Sky,1980,1982,94,critic
16934,AUDIENCE FRESH,100,0,rotten,"Biography,Comedy,Music",66,,2217,Lisztomania,1975,1975,66,audience
16935,CRITIC ROTTEN,100,0,rotten,"Biography,Comedy,Music",66,,2217,Lisztomania,1975,1975,43,critic
16936,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,Romance",66,70.0,2218,Little Ashes,2005,2008,48,audience
16937,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Romance",66,70.0,2218,Little Ashes,2005,2008,23,critic
16944,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family,Sport",61,,2219,Little Big League,1990,1994,53,audience
16945,CRITIC ROTTEN,100,0,rotten,"Comedy,Family,Sport",61,,2219,Little Big League,1990,1994,33,critic
16946,AUDIENCE ROTTEN,100,0,rotten,Drama,62,151.0,2220,Little Birds,2010,2011,42,audience
16947,CRITIC ROTTEN,100,0,rotten,Drama,62,151.0,2220,Little Birds,2010,2011,57,critic
16954,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance,Drama",53,314.0,2221,Little Black Book,2000,2004,37,audience
16955,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Drama",53,314.0,2221,Little Black Book,2000,2004,21,critic
16996,AUDIENCE FRESH,100,0,rotten,Drama,64,,2222,Little Boy Blue,1995,1997,70,audience
16997,CRITIC ROTTEN,100,0,rotten,Drama,64,,2222,Little Boy Blue,1995,1997,25,critic
16998,AUDIENCE FRESH,100,1,fresh,"Drama,Romance",75,388.0,2223,Little Children,2005,2006,82,audience
16999,CERTIFIED FRESH,100,1,fresh,"Drama,Romance",75,388.0,2223,Little Children,2005,2006,80,critic
17020,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",65,22.0,2224,Little Darlings,1980,1980,75,audience
17021,CRITIC FRESH,100,0,fresh,"Comedy,Drama",65,22.0,2224,Little Darlings,1980,1980,80,critic
17028,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",55,569.0,2225,Little Fockers,2010,2010,34,audience
17029,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",55,569.0,2225,Little Fockers,2010,2010,9,critic
17044,AUDIENCE FRESH,100,0,rotten,"Comedy,Family,Sport",63,158.0,2226,Little Giants,1990,1994,63,audience
17045,CRITIC ROTTEN,100,0,rotten,"Comedy,Family,Sport",63,158.0,2226,Little Giants,1990,1994,40,critic
17064,AUDIENCE FRESH,100,0,fresh,Drama,67,,2227,Little Man Tate,1990,1991,65,audience
17065,CRITIC FRESH,100,0,fresh,Drama,67,,2227,Little Man Tate,1990,1991,73,critic
17066,AUDIENCE FRESH,100,0,fresh,"Comedy,Family,Romance",76,183.0,2228,Little Manhattan,2005,2005,86,audience
17067,CRITIC FRESH,100,0,fresh,"Comedy,Family,Romance",76,183.0,2228,Little Manhattan,2005,2005,77,critic
17074,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",78,5471.0,2229,Little Miss Sunshine,2005,2006,91,audience
17075,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",78,5471.0,2229,Little Miss Sunshine,2005,2006,91,critic
17094,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy",53,1206.0,2230,Little Nicky,2000,2000,55,audience
17095,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy",53,1206.0,2230,Little Nicky,2000,2000,22,critic
17112,AUDIENCE ROTTEN,100,0,rotten,"Drama,Thriller",60,,2231,Little Nikita,1985,1988,45,audience
17113,CRITIC ROTTEN,100,0,rotten,"Drama,Thriller",60,,2231,Little Nikita,1985,1988,58,critic
17114,AUDIENCE FRESH,100,0,fresh,"Crime,Drama",68,,2232,Little Odessa,1990,1994,71,audience
17115,CRITIC FRESH,100,0,fresh,"Crime,Drama",68,,2232,Little Odessa,1990,1994,61,critic
17116,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Drama,Family",65,,2233,Little Secrets,2000,2001,58,audience
17117,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Family",65,,2233,Little Secrets,2000,2001,60,critic
17118,AUDIENCE FRESH,100,1,fresh,"Comedy,Family,Musical",69,,2234,Little Shop of Horrors,1985,1986,79,audience
17119,CERTIFIED FRESH,100,1,fresh,"Comedy,Family,Musical",69,,2234,Little Shop of Horrors,1985,1986,90,critic
17120,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Music",70,,2235,Little Voice,1995,1998,74,audience
17121,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Music",70,,2235,Little Voice,1995,1998,79,critic
17122,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Thriller",72,,2236,Live Free or Die Hard,2005,2007,86,audience
17123,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Thriller",72,,2236,Live Free or Die Hard,2005,2007,82,critic
17124,AUDIENCE ROTTEN,100,0,rotten,Comedy,54,,2237,Live Nude Girls,1995,1995,40,audience
17125,CRITIC ROTTEN,100,0,rotten,Comedy,54,,2237,Live Nude Girls,1995,1995,38,critic
17126,AUDIENCE FRESH,100,0,fresh,"Action,Adventure,Thriller",68,,2238,Live and Let Die,1970,1973,65,audience
17127,CRITIC FRESH,100,0,fresh,"Action,Adventure,Thriller",68,,2238,Live and Let Die,1970,1973,66,critic
17128,AUDIENCE ROTTEN,100,0,rotten,Drama,59,,2239,Live!,2005,2007,43,audience
17129,CRITIC ROTTEN,100,0,rotten,Drama,59,,2239,Live!,2005,2007,44,critic
17130,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama,Romance",66,,2240,Living Out Loud,1995,1998,63,audience
17131,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",66,,2240,Living Out Loud,1995,1998,59,critic
17132,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",75,57.0,2241,Local Hero,1980,1983,88,audience
17133,CRITIC FRESH,100,0,fresh,"Comedy,Drama",75,57.0,2241,Local Hero,1980,1983,100,critic
17146,AUDIENCE FRESH,100,1,fresh,"Comedy,Crime",82,,2242,"Lock, Stock and Two Smoking Barrels",1995,1998,93,audience
17147,CERTIFIED FRESH,100,1,fresh,"Comedy,Crime",82,,2242,"Lock, Stock and Two Smoking Barrels",1995,1998,77,critic
17148,AUDIENCE FRESH,100,1,fresh,Drama,71,671.0,2243,Locke,2010,2013,72,audience
17149,CERTIFIED FRESH,100,1,fresh,Drama,71,671.0,2243,Locke,2010,2013,91,critic
17154,AUDIENCE FRESH,100,0,fresh,"Action,Sci-Fi",68,374.0,2244,Logan's Run,1975,1976,67,audience
17155,CRITIC FRESH,100,0,fresh,"Action,Sci-Fi",68,374.0,2244,Logan's Run,1975,1976,68,critic
17172,AUDIENCE ROTTEN,100,0,rotten,Comedy,54,123.0,2245,Lola Versus,2010,2012,31,audience
17173,CRITIC ROTTEN,100,0,rotten,Comedy,54,123.0,2245,Lola Versus,2010,2012,36,critic
17200,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama",62,,2246,London Boulevard,2010,2010,30,audience
17201,CRITIC ROTTEN,100,0,rotten,"Crime,Drama",62,,2246,London Boulevard,2010,2010,36,critic
17202,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Thriller",59,457.0,2247,London Has Fallen,2015,2016,51,audience
17203,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Thriller",59,457.0,2247,London Has Fallen,2015,2016,25,critic
17214,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Thriller",70,,2248,London to Brighton,2005,2006,75,audience
17215,CRITIC FRESH,100,0,fresh,"Crime,Drama,Thriller",70,,2248,London to Brighton,2005,2006,67,critic
17216,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Drama",63,,2249,Lone Wolf McQuade,1980,1983,66,audience
17217,CRITIC FRESH,100,0,fresh,"Action,Crime,Drama",63,,2249,Lone Wolf McQuade,1980,1983,60,critic
17218,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Romance",65,,2250,Lonely Hearts,2005,2006,49,audience
17219,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Romance",65,,2250,Lonely Hearts,2005,2006,48,critic
17220,AUDIENCE ROTTEN,100,0,rotten,"Horror,Thriller",49,,2251,Long Time Dead,2000,2002,37,audience
17221,CRITIC ROTTEN,100,0,rotten,"Horror,Thriller",49,,2251,Long Time Dead,2000,2002,18,critic
17222,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",75,,2252,Longtime Companion,1985,1989,82,audience
17223,CRITIC FRESH,100,0,fresh,"Drama,Romance",75,,2252,Longtime Companion,1985,1989,100,critic
17224,AUDIENCE ROTTEN,100,0,rotten,Comedy,58,307.0,2253,Look Who's Talking,1985,1989,47,audience
17225,CRITIC ROTTEN,100,0,rotten,Comedy,58,307.0,2253,Look Who's Talking,1985,1989,59,critic
17240,AUDIENCE ROTTEN,100,0,rotten,"Drama,Sci-Fi,Thriller",61,,2254,Looker,1980,1981,42,audience
17241,CRITIC ROTTEN,100,0,rotten,"Drama,Sci-Fi,Thriller",61,,2254,Looker,1980,1981,29,critic
17242,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",67,,2255,Looking for Mr. Goodbar,1975,1977,74,audience
17243,CRITIC FRESH,100,0,fresh,"Drama,Romance",67,,2255,Looking for Mr. Goodbar,1975,1977,76,critic
17244,AUDIENCE ROTTEN,100,0,rotten,"Animation,Action,Adventure",57,,2256,Looney Tunes: Back in Action,2000,2003,50,audience
17245,CRITIC ROTTEN,100,0,rotten,"Animation,Action,Adventure",57,,2256,Looney Tunes: Back in Action,2000,2003,56,critic
17246,AUDIENCE FRESH,100,1,fresh,"Action,Crime,Drama",74,3197.0,2257,Looper,2010,2012,82,audience
17247,CERTIFIED FRESH,100,1,fresh,"Action,Crime,Drama",74,3197.0,2257,Looper,2010,2012,93,critic
17258,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Crime",48,,2258,Loose Cannons,1990,1990,25,audience
17259,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",48,,2258,Loose Cannons,1990,1990,0,critic
17260,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Romance",62,,2259,Loosies,2010,2011,34,audience
17261,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Romance",62,,2259,Loosies,2010,2011,24,critic
17262,AUDIENCE ROTTEN,100,0,fresh,"Horror,Mystery,Thriller",61,,2260,Lord of Illusions,1995,1995,52,audience
17263,CRITIC FRESH,100,0,fresh,"Horror,Mystery,Thriller",61,,2260,Lord of Illusions,1995,1995,61,critic
17264,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Thriller",76,,2261,Lord of War,2005,2005,85,audience
17265,CRITIC FRESH,100,0,fresh,"Crime,Drama,Thriller",76,,2261,Lord of War,2005,2005,61,critic
17266,AUDIENCE ROTTEN,100,0,fresh,"Adventure,Drama,Thriller",64,,2262,Lord of the Flies,1990,1990,52,audience
17267,CRITIC FRESH,100,0,fresh,"Adventure,Drama,Thriller",64,,2262,Lord of the Flies,1990,1990,63,critic
17268,AUDIENCE FRESH,100,0,rotten,"Biography,Drama,Sport",71,,2263,Lords of Dogtown,2005,2005,81,audience
17269,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Sport",71,,2263,Lords of Dogtown,2005,2005,55,critic
17270,AUDIENCE FRESH,100,0,fresh,Drama,72,,2264,Lorenzo's Oil,1990,1992,79,audience
17271,CRITIC FRESH,100,0,fresh,Drama,72,,2264,Lorenzo's Oil,1990,1992,94,critic
